ID Factura,Nombre Cliente,Genero,Pais,Precio USD,Unidades Vendidas,Fecha Venta,Familia de Productos
INV2024010001,Steven Rivera,No especificado,Italia,443.4,2,2024-01-01,Consolas
INV2024010002,Misty Reid,Masculino,Francia,163.06,6,2024-01-01,Tablets
INV2024010003,Johnathan Jones,No especificado,Mexico,318.89,6,2024-01-01,Laptops
INV2024010004,Joshua Rollins,Masculino,Canada,586.29,6,2024-01-01,Smartphones
INV2024010005,Joseph Taylor,Masculino,Canada,699.67,6,2024-01-01,Televisores
INV2024010006,Theresa Elliott,Masculino,Argentina,207.34,7,2024-01-01,Smartphones
INV2024010007,Samantha Hicks,Masculino,Brasil,746.68,6,2024-01-01,Tablets
INV2024010008,Mark Silva,No especificado,Alemania,800.17,3,2024-01-01,Smartphones
INV2024010009,Tina Torres,No especificado,Brasil,307.63,9,2024-01-01,Smartphones
INV2024010010,Margaret Martin,Femenino,Brasil,444.88,3,2024-01-01,Smartphones
INV2024010011,Jeremy Carroll,Femenino,Canada,878.16,7,2024-01-01,Cámaras
INV2024010012,Shannon Murray,No especificado,Mexico,956.18,5,2024-01-01,Smartphones
INV2024010013,Christian Burch,Femenino,Italia,932.71,2,2024-01-01,Consolas
INV2024010014,Christine Jackson,Masculino,Mexico,226.53,5,2024-01-01,Consolas
INV2024010015,Kelly Gonzalez,Masculino,Alemania,97.53,4,2024-01-01,Laptops
INV2024010016,Ashley Hale,No especificado,Francia,296.36,7,2024-01-01,Consolas
INV2024010017,Julie Hunt,Femenino,Alemania,955.61,3,2024-01-01,Consolas
INV2024010018,Kyle Hunt,Masculino,España,681.6,8,2024-01-01,Tablets
INV2024010019,Heather Morse,Masculino,Canada,236.62,6,2024-01-01,Tablets
INV2024010020,Eric Knight,Femenino,Brasil,965.55,6,2024-01-01,Televisores
INV2024010021,Evan Walton,Masculino,España,858.31,3,2024-01-01,Laptops
INV2024010022,Ms. Whitney Carlson DVM,No especificado,Colombia,467.94,10,2024-01-01,Smartphones
INV2024010023,Nicholas Smith,Femenino,Italia,298.08,5,2024-01-01,Desktops
INV2024010024,Jenna Smith,Masculino,Francia,988.33,10,2024-01-01,Smartphones
INV2024010025,Mark Watson,Masculino,Alemania,856.38,3,2024-01-01,Cámaras
INV2024010026,Emma Blake,No especificado,USA,888.44,5,2024-01-01,Tablets
INV2024010027,Angela Brooks,No especificado,España,531.45,7,2024-01-01,Televisores
INV2024010028,Michael Harrison,Masculino,Italia,382.77,9,2024-01-01,Cámaras
INV2024010029,Jennifer Sandoval,Femenino,Colombia,620.83,10,2024-01-01,Laptops
INV2024010030,Chad Malone,Femenino,Colombia,595.38,2,2024-01-01,Laptops
INV2024010031,Rebecca Strong,No especificado,Italia,193.51,7,2024-01-01,Televisores
INV2024010032,Julie Morgan,Femenino,USA,282.87,1,2024-01-01,Laptops
INV2024010033,Michael Warner,Masculino,Argentina,499.39,7,2024-01-01,Laptops
INV2024010034,Dana Parker,Masculino,Mexico,174.42,7,2024-01-01,Televisores
INV2024010035,John Jones,Femenino,Canada,334.93,8,2024-01-01,Desktops
INV2024010036,Manuel Woods,Femenino,Francia,552.48,5,2024-01-01,Tablets
INV2024010037,Corey Smith,Masculino,Francia,851.85,10,2024-01-01,Desktops
INV2024010038,Stephen Brown,No especificado,Brasil,173.87,1,2024-01-01,Tablets
INV2024010039,Erik Romero,No especificado,Alemania,99.67,2,2024-01-01,Desktops
INV2024010040,Sean Patel,Femenino,Canada,787.87,8,2024-01-01,Cámaras
INV2024010041,Jason Mclaughlin,Femenino,Alemania,424.19,8,2024-01-01,Smartphones
INV2024010042,Howard Dougherty,Femenino,Brasil,160.34,9,2024-01-01,Cámaras
INV2024010043,Richard Henry,Masculino,Brasil,734.94,8,2024-01-01,Smartphones
INV2024010044,Tamara Burns,Femenino,Brasil,671.93,3,2024-01-01,Tablets
INV2024010045,Mitchell Clark,Masculino,Brasil,326.7,4,2024-01-01,Tablets
INV2024010046,Janet Bailey,Femenino,España,823.6,8,2024-01-01,Laptops
INV2024010047,Cindy Smith,No especificado,Francia,342.52,7,2024-01-01,Laptops
INV2024010048,Kelly Waller,No especificado,Francia,353.22,2,2024-01-01,Desktops
INV2024010049,James Fowler,No especificado,Canada,467.87,4,2024-01-01,Laptops
INV2024010050,Kayla Smith,Masculino,Francia,314.67,1,2024-01-01,Televisores
INV2024010051,Dennis Thompson,Femenino,Colombia,930.65,8,2024-01-01,Smartphones
INV2024010052,Greg Clarke,Femenino,Alemania,224.49,4,2024-01-01,Televisores
INV2024010053,Sandy Parker,Femenino,Brasil,421.15,10,2024-01-01,Consolas
INV2024010054,Christopher Elliott,No especificado,Colombia,382.77,3,2024-01-01,Televisores
INV2024010055,George Hart,Femenino,USA,261.04,3,2024-01-01,Laptops
INV2024010056,Melissa Armstrong,No especificado,Francia,375.75,5,2024-01-01,Tablets
