ID Factura,Nombre Cliente,Genero,Pais,Precio USD,Unidades Vendidas,Fecha Venta,Familia de Productos
INV2023030001,Allison Jacobs,No especificado,Italia,299.9,6,2023-03-01,Desktops
INV2023030002,Erik Smith,No especificado,Colombia,711.73,5,2023-03-01,Desktops
INV2023030003,Brenda Anderson,Femenino,USA,529.05,2,2023-03-01,Tablets
INV2023030004,Timothy Madden,No especificado,USA,124.53,4,2023-03-01,Laptops
INV2023030005,Keith Henderson,Masculino,Mexico,593.79,3,2023-03-01,Televisores
INV2023030006,Troy Young,Masculino,Brasil,783.57,2,2023-03-01,Smartphones
INV2023030007,Rodney Sullivan,Femenino,Alemania,135.93,5,2023-03-01,Consolas
INV2023030008,Scott Osborne,No especificado,Francia,741.06,8,2023-03-01,Desktops
INV2023030009,Jason Little,Masculino,Francia,524.97,1,2023-03-01,Desktops
INV2023030010,Pamela Powell,Femenino,Italia,464.19,5,2023-03-01,Tablets
INV2023030011,Mark Sparks,No especificado,Alemania,873.33,10,2023-03-01,Cámaras
INV2023030012,Darryl Perez,Masculino,Alemania,783.49,6,2023-03-01,Televisores
INV2023030013,Jake Ruiz,Femenino,Francia,506.44,6,2023-03-01,Televisores
INV2023030014,Jared Parker,Masculino,Alemania,427.57,9,2023-03-01,Televisores
INV2023030015,Joshua Marshall,No especificado,Argentina,885.24,3,2023-03-01,Tablets
INV2023030016,Monique Lee,Femenino,Canada,637.02,8,2023-03-01,Tablets
INV2023030017,Leslie James,No especificado,Brasil,808.6,8,2023-03-01,Desktops
INV2023030018,Sylvia Jensen,Femenino,USA,833.82,7,2023-03-01,Tablets
INV2023030019,Kelly Knight,Masculino,Francia,161.49,4,2023-03-01,Tablets
INV2023030020,Tony Turner,No especificado,Colombia,392.77,6,2023-03-01,Tablets
INV2023030021,Tyler Wagner,Masculino,Argentina,836.32,9,2023-03-01,Desktops
INV2023030022,Heather Kennedy,Femenino,Italia,571.99,9,2023-03-01,Cámaras
INV2023030023,Tiffany Cook,No especificado,Canada,773.43,10,2023-03-01,Desktops
INV2023030024,Timothy Henry,Masculino,USA,376.87,10,2023-03-01,Consolas
INV2023030025,Dan Villa,No especificado,Canada,961.46,3,2023-03-01,Laptops
INV2023030026,Nicholas Bauer,No especificado,Italia,442.35,9,2023-03-01,Consolas
INV2023030027,Stephanie Simmons,Masculino,Brasil,69.88,9,2023-03-01,Televisores
INV2023030028,Michael Parker,Femenino,USA,83.79,9,2023-03-01,Consolas
INV2023030029,Troy Butler,Masculino,Alemania,74.5,8,2023-03-01,Laptops
INV2023030030,Stephanie Martinez,No especificado,Mexico,458.98,4,2023-03-01,Laptops
INV2023030031,Dr. Kenneth Lowe,Femenino,Canada,339.56,7,2023-03-01,Tablets
INV2023030032,Erik Briggs,No especificado,Canada,785.35,3,2023-03-01,Desktops
INV2023030033,Charles Howard,Masculino,Francia,542.61,9,2023-03-01,Desktops
INV2023030034,James Mason,No especificado,USA,210.0,5,2023-03-01,Desktops
INV2023030035,Austin Hernandez,No especificado,Italia,724.53,7,2023-03-01,Tablets
INV2023030036,Sarah Young,Masculino,Mexico,446.38,10,2023-03-01,Laptops
INV2023030037,Elizabeth Howard,Femenino,Francia,207.6,8,2023-03-01,Cámaras
INV2023030038,Kyle Collins,Masculino,Brasil,454.08,10,2023-03-01,Laptops
INV2023030039,Jason Jones DDS,Masculino,Francia,540.75,1,2023-03-01,Cámaras
INV2023030040,Ernest Chen,Masculino,Italia,826.44,4,2023-03-01,Cámaras
INV2023030041,Benjamin Williams,Femenino,Alemania,888.65,2,2023-03-01,Smartphones
INV2023030042,Joseph Cole,No especificado,Canada,126.13,9,2023-03-01,Smartphones
INV2023030043,Brenda Rich,No especificado,Italia,533.38,8,2023-03-01,Desktops
INV2023030044,Sherry Quinn,Femenino,Italia,607.45,8,2023-03-01,Cámaras
INV2023030045,Kristin Lee,Femenino,Mexico,77.13,1,2023-03-01,Tablets
INV2023030046,Keith Harmon,Masculino,España,996.89,4,2023-03-01,Consolas
INV2023030047,Julie Brown,Masculino,Italia,833.27,4,2023-03-01,Smartphones
INV2023030048,Taylor Kirk,Femenino,Brasil,607.9,2,2023-03-01,Consolas
INV2023030049,David Guerrero,Masculino,USA,268.78,1,2023-03-01,Laptops
