ID Factura,Nombre Cliente,Genero,Pais,Precio USD,Unidades Vendidas,Fecha Venta,Familia de Productos
INV2023020001,Stephen Horton,Masculino,Alemania,711.8,1,2023-02-01,Cámaras
INV2023020002,Andrea Phillips,No especificado,Argentina,572.53,2,2023-02-01,Smartphones
INV2023020003,Lorraine Rush DDS,Femenino,Alemania,280.53,7,2023-02-01,Desktops
INV2023020004,Dana Lee,Femenino,USA,545.5,3,2023-02-01,Tablets
INV2023020005,Laura Taylor,Masculino,Mexico,57.2,5,2023-02-01,Smartphones
INV2023020006,Tammy Mcintosh,Masculino,USA,922.92,7,2023-02-01,Consolas
INV2023020007,Patricia Brennan,No especificado,España,737.93,10,2023-02-01,Consolas
INV2023020008,Shirley Lester,No especificado,Argentina,170.51,2,2023-02-01,Tablets
INV2023020009,Jesus Brown,Femenino,Argentina,447.76,10,2023-02-01,Laptops
INV2023020010,Amber Carter,Masculino,Alemania,722.57,3,2023-02-01,Laptops
INV2023020011,Michael Baker,Femenino,Argentina,843.27,4,2023-02-01,Laptops
INV2023020012,Ann Hill,No especificado,España,911.02,6,2023-02-01,Tablets
INV2023020013,Sean Newman,Masculino,USA,75.35,4,2023-02-01,Cámaras
INV2023020014,Anne Rocha,Femenino,Francia,946.51,5,2023-02-01,Tablets
INV2023020015,Brett Drake,No especificado,Argentina,163.61,9,2023-02-01,Desktops
INV2023020016,Jennifer Delgado,No especificado,Francia,132.92,9,2023-02-01,Tablets
INV2023020017,John Avila,Femenino,Mexico,964.81,3,2023-02-01,Tablets
INV2023020018,Autumn Marquez,Femenino,Francia,728.16,4,2023-02-01,Desktops
INV2023020019,Luis Bradley,Masculino,Brasil,856.14,2,2023-02-01,Smartphones
INV2023020020,Chelsea Kelly,No especificado,Argentina,530.03,6,2023-02-01,Smartphones
INV2023020021,James Mitchell,No especificado,USA,819.29,6,2023-02-01,Televisores
INV2023020022,Anthony Moore,Femenino,Francia,675.12,8,2023-02-01,Desktops
INV2023020023,Christine Harrison,Masculino,Francia,775.35,9,2023-02-01,Tablets
INV2023020024,Kelli Villegas,Masculino,Italia,216.92,4,2023-02-01,Smartphones
INV2023020025,Jessica Hernandez,Masculino,Brasil,633.55,5,2023-02-01,Tablets
INV2023020026,Kenneth Miller,No especificado,Colombia,491.41,6,2023-02-01,Laptops
INV2023020027,Stephanie Morgan,Femenino,Brasil,423.4,9,2023-02-01,Laptops
INV2023020028,Paul Williams,Femenino,Canada,888.86,10,2023-02-01,Consolas
INV2023020029,Kathryn Hanson,Masculino,USA,479.25,3,2023-02-01,Cámaras
INV2023020030,Sarah Bruce,Femenino,Canada,815.59,7,2023-02-01,Desktops
INV2023020031,Kayla Kennedy,Femenino,USA,834.54,4,2023-02-01,Tablets
INV2023020032,Richard Foster,Masculino,Alemania,521.83,8,2023-02-01,Consolas
INV2023020033,Brandi Rodgers,Femenino,Canada,277.05,1,2023-02-01,Cámaras
INV2023020034,Jessica Gibson,Femenino,Brasil,468.84,9,2023-02-01,Smartphones
INV2023020035,Daniel Poole,Masculino,USA,941.71,6,2023-02-01,Desktops
INV2023020036,Mark Lopez,Femenino,Italia,490.86,9,2023-02-01,Desktops
INV2023020037,Amanda Sherman,No especificado,Francia,647.59,7,2023-02-01,Televisores
INV2023020038,Jaime Brennan,No especificado,Brasil,990.72,7,2023-02-01,Consolas
INV2023020039,Eric Garrett,Masculino,Colombia,973.41,8,2023-02-01,Desktops
INV2023020040,Karen Adams,No especificado,Argentina,873.97,10,2023-02-01,Cámaras
INV2023020041,Gregory Wilson,No especificado,Canada,306.3,4,2023-02-01,Desktops
INV2023020042,Laura Mcfarland,Femenino,USA,856.05,6,2023-02-01,Laptops
INV2023020043,Monica Mayo,Femenino,Colombia,916.14,1,2023-02-01,Laptops
INV2023020044,Rebecca Williams,No especificado,USA,676.38,10,2023-02-01,Tablets
INV2023020045,Sheila Mejia,Femenino,España,777.08,6,2023-02-01,Desktops
INV2023020046,Wayne Weber,Femenino,España,330.08,6,2023-02-01,Desktops
INV2023020047,Tracey Lewis,No especificado,Francia,550.76,1,2023-02-01,Tablets
INV2023020048,Micheal Anderson,Masculino,Argentina,478.82,3,2023-02-01,Desktops
INV2023020049,Jessica Garrett,Femenino,Canada,897.74,10,2023-02-01,Tablets
INV2023020050,Justin Watkins,Masculino,Argentina,53.72,7,2023-02-01,Smartphones
INV2023020051,Peter Black,No especificado,Francia,698.0,8,2023-02-01,Tablets
INV2023020052,Anthony Jones,Masculino,USA,289.47,7,2023-02-01,Televisores
INV2023020053,Debbie Vance,Masculino,Argentina,514.68,1,2023-02-01,Tablets
INV2023020054,Jeffrey Frank,Femenino,Canada,274.86,2,2023-02-01,Desktops
INV2023020055,Jose Gould,Masculino,Colombia,291.56,8,2023-02-01,Cámaras
INV2023020056,Hannah Andrade,Masculino,USA,167.83,10,2023-02-01,Cámaras
INV2023020057,Kerri Massey,Femenino,España,477.31,3,2023-02-01,Desktops
INV2023020058,Jay Olson,Femenino,Argentina,700.21,7,2023-02-01,Desktops
INV2023020059,Isaiah Savage,No especificado,Mexico,849.75,2,2023-02-01,Laptops
INV2023020060,Grace Ray,No especificado,USA,300.96,2,2023-02-01,Televisores
INV2023020061,Alicia Reynolds,Masculino,Argentina,332.42,9,2023-02-01,Smartphones
INV2023020062,Gloria Morris,No especificado,Francia,661.78,10,2023-02-01,Consolas
INV2023020063,Jenny Booker,Femenino,Brasil,615.81,10,2023-02-01,Consolas
INV2023020064,Daniel Smith,Femenino,Francia,198.56,8,2023-02-01,Smartphones
INV2023020065,Jessica Miller,No especificado,Argentina,905.83,5,2023-02-01,Smartphones
INV2023020066,Patricia Jennings,No especificado,Canada,153.55,1,2023-02-01,Tablets
INV2023020067,Edward May,Masculino,Italia,389.81,6,2023-02-01,Consolas
INV2023020068,Selena Brown,Femenino,USA,411.05,4,2023-02-01,Tablets
INV2023020069,Lisa Shaffer,Femenino,USA,928.49,10,2023-02-01,Televisores
INV2023020070,Michele Conley,Femenino,Argentina,276.41,6,2023-02-01,Cámaras
INV2023020071,Susan Jackson,Femenino,Canada,505.94,7,2023-02-01,Tablets
INV2023020072,David Walker,No especificado,España,443.94,10,2023-02-01,Tablets
INV2023020073,Austin Sanchez,No especificado,Mexico,569.12,8,2023-02-01,Tablets
INV2023020074,Thomas Villarreal,Masculino,Canada,76.06,9,2023-02-01,Tablets
INV2023020075,Jacqueline Martin,Masculino,Argentina,450.77,6,2023-02-01,Cámaras
INV2023020076,Jennifer Wallace,No especificado,Francia,572.39,1,2023-02-01,Laptops
INV2023020077,Richard Pierce,Masculino,Colombia,442.93,7,2023-02-01,Consolas
INV2023020078,Adam Skinner,Masculino,Colombia,891.23,3,2023-02-01,Televisores
INV2023020079,Jonathan Lopez,No especificado,Argentina,357.74,8,2023-02-01,Smartphones
INV2023020080,Allison King,Masculino,Francia,906.1,6,2023-02-01,Consolas
INV2023020081,Laura Turner,No especificado,Mexico,528.15,2,2023-02-01,Televisores
INV2023020082,Randy Olson,Femenino,Brasil,521.59,10,2023-02-01,Smartphones
INV2023020083,Jared Barber,No especificado,Canada,928.58,6,2023-02-01,Laptops
INV2023020084,Jerry Roberson,Femenino,Alemania,684.03,8,2023-02-01,Televisores
INV2023020085,Angela Yates,Masculino,Colombia,843.37,10,2023-02-01,Laptops
INV2023020086,Randy Roy,Masculino,Canada,643.89,6,2023-02-01,Laptops
INV2023020087,Scott Lewis MD,Femenino,España,492.22,3,2023-02-01,Tablets
INV2023020088,Kevin Watkins,Masculino,Argentina,898.1,7,2023-02-01,Cámaras
INV2023020089,Mr. Jose Pope,No especificado,Mexico,288.51,5,2023-02-01,Desktops
INV2023020090,Rebecca Herring,No especificado,Mexico,922.79,5,2023-02-01,Desktops
INV2023020091,Jamie Thompson,Femenino,Canada,208.9,7,2023-02-01,Desktops
INV2023020092,Jackie Morris DDS,Masculino,Alemania,563.59,3,2023-02-01,Smartphones
INV2023020093,Karen Huerta,Masculino,Francia,461.3,3,2023-02-01,Laptops
INV2023020094,Brittany Turner,Masculino,Mexico,341.67,5,2023-02-01,Consolas
INV2023020095,Evan Warren,Femenino,Francia,450.65,5,2023-02-01,Smartphones
INV2023020096,David Green,Masculino,Mexico,945.86,9,2023-02-01,Televisores
INV2023020097,Michelle Johnson DVM,No especificado,Colombia,834.9,2,2023-02-01,Consolas
INV2023020098,Dustin Lyons,Femenino,Mexico,707.1,5,2023-02-01,Smartphones
INV2023020099,Courtney Thomas MD,No especificado,Francia,841.55,9,2023-02-01,Laptops
INV2023020100,Katherine Moore,Femenino,Alemania,525.33,4,2023-02-01,Consolas
INV2023020101,Laura Johnson,No especificado,Colombia,780.64,8,2023-02-01,Smartphones
INV2023020102,Joshua Wallace,No especificado,USA,311.24,10,2023-02-01,Desktops
INV2023020103,Jason Ramirez,Femenino,USA,571.09,9,2023-02-01,Televisores
INV2023020104,Tracy Hayes,Masculino,Canada,312.6,1,2023-02-01,Cámaras
INV2023020105,Alan Duffy,Femenino,Canada,784.3,3,2023-02-01,Televisores
INV2023020106,Ruben Gardner,No especificado,Mexico,418.34,5,2023-02-01,Desktops
INV2023020107,Kayla Parrish,Femenino,Argentina,694.35,5,2023-02-01,Televisores
INV2023020108,Craig Garner DDS,Femenino,España,213.79,6,2023-02-01,Laptops
INV2023020109,Colton Price,Femenino,Brasil,894.58,7,2023-02-01,Cámaras
INV2023020110,Daniel Young,Masculino,Colombia,545.41,10,2023-02-01,Smartphones
INV2023020111,Terry Clay,Femenino,USA,823.96,8,2023-02-01,Televisores
INV2023020112,Angel Holmes,Femenino,España,426.04,9,2023-02-01,Consolas
INV2023020113,Jose Phillips,No especificado,Argentina,632.1,2,2023-02-01,Tablets
INV2023020114,Lori Juarez,Masculino,USA,68.33,2,2023-02-01,Cámaras
