ID Factura,Nombre Cliente,Genero,Pais,Precio USD,Unidades Vendidas,Fecha Venta,Familia de Productos
INV2024020001,Tara Harper,No especificado,Francia,972.25,7,2024-02-01,Laptops
INV2024020002,Patrick Ferguson,Masculino,Brasil,453.94,8,2024-02-01,Consolas
INV2024020003,Kendra Reed,No especificado,Francia,314.17,8,2024-02-01,Laptops
INV2024020004,John Scott,Femenino,Brasil,820.96,1,2024-02-01,Tablets
INV2024020005,Emily Williams,No especificado,España,954.5,7,2024-02-01,Desktops
INV2024020006,Lisa Nunez,Femenino,Italia,103.64,8,2024-02-01,Televisores
INV2024020007,Earl Lambert,Femenino,Canada,446.39,10,2024-02-01,Laptops
INV2024020008,Michael Watson,No especificado,Canada,933.29,2,2024-02-01,Tablets
INV2024020009,Michael Flores,Femenino,España,848.8,7,2024-02-01,Tablets
INV2024020010,Rebecca Valdez,Masculino,Argentina,347.1,2,2024-02-01,Tablets
INV2024020011,Alisha Morales,Masculino,Alemania,958.23,10,2024-02-01,Cámaras
INV2024020012,Karen Stewart,Femenino,USA,906.74,7,2024-02-01,Desktops
INV2024020013,Cameron Spencer,No especificado,Francia,315.89,9,2024-02-01,Laptops
INV2024020014,Diane Gonzalez,Masculino,Canada,743.6,8,2024-02-01,Consolas
INV2024020015,Jennifer Ibarra,Femenino,Mexico,85.04,6,2024-02-01,Desktops
INV2024020016,Julie Rogers,Masculino,Mexico,511.48,8,2024-02-01,Cámaras
INV2024020017,Teresa Nelson,Masculino,Italia,915.52,3,2024-02-01,Cámaras
INV2024020018,Michael Arellano,No especificado,Canada,340.5,4,2024-02-01,Consolas
INV2024020019,Ryan Hill,No especificado,Colombia,149.09,2,2024-02-01,Televisores
INV2024020020,Alexander Underwood,No especificado,Italia,941.8,7,2024-02-01,Cámaras
INV2024020021,Lindsay Macias,No especificado,Colombia,736.89,8,2024-02-01,Desktops
INV2024020022,Dr. William Hall,Masculino,Canada,466.62,1,2024-02-01,Laptops
INV2024020023,Andrea Fields,No especificado,España,749.43,6,2024-02-01,Desktops
INV2024020024,Teresa Wheeler,Masculino,Colombia,975.64,5,2024-02-01,Tablets
INV2024020025,Natasha Brown,Femenino,Canada,508.51,9,2024-02-01,Laptops
INV2024020026,Amber Murray,Femenino,Argentina,895.98,3,2024-02-01,Tablets
INV2024020027,Austin House,Femenino,Francia,671.55,10,2024-02-01,Desktops
INV2024020028,Emma Nelson,Femenino,Italia,223.5,2,2024-02-01,Cámaras
INV2024020029,Dr. Samantha Spears,Femenino,Alemania,560.1,8,2024-02-01,Laptops
INV2024020030,Anthony Young MD,No especificado,Italia,216.03,10,2024-02-01,Cámaras
INV2024020031,Lindsay King,Masculino,Italia,268.97,7,2024-02-01,Tablets
INV2024020032,Anita King,Masculino,USA,841.49,6,2024-02-01,Televisores
INV2024020033,Nancy Livingston,Femenino,Brasil,600.48,7,2024-02-01,Televisores
INV2024020034,Keith Nash,Femenino,Argentina,750.73,2,2024-02-01,Tablets
INV2024020035,Valerie Lozano,Masculino,Alemania,372.44,8,2024-02-01,Laptops
INV2024020036,Christine Sullivan,Masculino,Alemania,300.11,6,2024-02-01,Laptops
INV2024020037,Ronald Vargas,Femenino,Mexico,331.73,4,2024-02-01,Smartphones
INV2024020038,Jamie Roth,Masculino,Argentina,282.86,1,2024-02-01,Smartphones
INV2024020039,Amber Woods,No especificado,Brasil,344.19,1,2024-02-01,Consolas
INV2024020040,Charles Avila,Femenino,Mexico,99.72,1,2024-02-01,Smartphones
INV2024020041,John Mcdonald,Masculino,USA,156.63,4,2024-02-01,Televisores
INV2024020042,Lauren Henderson,Femenino,Argentina,747.33,2,2024-02-01,Consolas
INV2024020043,Austin Ross,Femenino,Brasil,224.52,9,2024-02-01,Smartphones
INV2024020044,Jennifer Walls,Masculino,Francia,88.51,1,2024-02-01,Desktops
INV2024020045,Natasha Johnson,Masculino,Argentina,787.49,7,2024-02-01,Televisores
INV2024020046,Ashley Avila,Femenino,Argentina,549.48,10,2024-02-01,Desktops
INV2024020047,Michelle Carter,Femenino,Brasil,979.82,6,2024-02-01,Televisores
INV2024020048,Steven Porter DVM,No especificado,USA,291.05,6,2024-02-01,Smartphones
INV2024020049,Eric Cruz,Masculino,España,481.82,7,2024-02-01,Televisores
INV2024020050,Kaitlyn Thompson,Masculino,Canada,287.02,2,2024-02-01,Smartphones
INV2024020051,Jacob Martin,Femenino,Alemania,328.09,8,2024-02-01,Cámaras
INV2024020052,William Torres,Femenino,Argentina,715.32,3,2024-02-01,Desktops
INV2024020053,John Allen,Femenino,Brasil,997.59,4,2024-02-01,Smartphones
INV2024020054,Robert Ochoa,Femenino,Colombia,512.97,10,2024-02-01,Desktops
INV2024020055,Taylor Long,Femenino,Colombia,108.23,3,2024-02-01,Laptops
INV2024020056,Brian Hopkins,Femenino,Argentina,590.49,1,2024-02-01,Tablets
INV2024020057,Nicole Kaiser,Masculino,Canada,990.2,4,2024-02-01,Smartphones
INV2024020058,Matthew James,Femenino,Francia,260.38,10,2024-02-01,Desktops
INV2024020059,Teresa Jones,No especificado,USA,536.72,7,2024-02-01,Laptops
INV2024020060,Wayne Williamson,Femenino,Argentina,946.34,1,2024-02-01,Cámaras
INV2024020061,Christina Reid,Femenino,Argentina,509.68,10,2024-02-01,Televisores
INV2024020062,Tiffany Vargas,Masculino,Alemania,873.51,2,2024-02-01,Consolas
INV2024020063,Andrew Kramer,Femenino,Francia,274.34,8,2024-02-01,Consolas
INV2024020064,Corey Lawson,No especificado,Brasil,171.34,5,2024-02-01,Consolas
INV2024020065,Patrick Moore,Femenino,Francia,380.46,1,2024-02-01,Smartphones
INV2024020066,Christopher Farrell,No especificado,Argentina,428.36,10,2024-02-01,Televisores
INV2024020067,Michelle Bailey,Femenino,Brasil,736.22,7,2024-02-01,Consolas
INV2024020068,Jerry Terry,Masculino,Alemania,385.51,3,2024-02-01,Televisores
INV2024020069,James Garcia,Masculino,Colombia,929.57,9,2024-02-01,Cámaras
INV2024020070,Teresa Rodriguez,Masculino,Italia,793.96,3,2024-02-01,Laptops
INV2024020071,Stephen Richards,Femenino,Colombia,162.61,8,2024-02-01,Tablets
INV2024020072,John Oconnell,Masculino,Brasil,764.11,6,2024-02-01,Smartphones
INV2024020073,Tina Ramos,Masculino,Colombia,681.93,1,2024-02-01,Cámaras
INV2024020074,Christopher Moss,Femenino,Colombia,988.76,5,2024-02-01,Desktops
INV2024020075,Brad Morgan,Masculino,Mexico,637.79,7,2024-02-01,Tablets
INV2024020076,Misty Yoder,Masculino,Argentina,655.25,10,2024-02-01,Desktops
INV2024020077,Theresa Jones,Masculino,Alemania,147.07,7,2024-02-01,Desktops
INV2024020078,Shane Boyd,No especificado,Canada,656.05,3,2024-02-01,Desktops
INV2024020079,Ashley Smith,Masculino,Brasil,929.37,5,2024-02-01,Televisores
INV2024020080,Philip Mendoza,Femenino,Argentina,891.83,2,2024-02-01,Desktops
INV2024020081,Jenna Armstrong,Femenino,Brasil,850.7,6,2024-02-01,Laptops
INV2024020082,Corey Elliott,No especificado,Argentina,292.14,5,2024-02-01,Televisores
INV2024020083,Patricia Randall,Masculino,Mexico,233.49,10,2024-02-01,Laptops
INV2024020084,Kelsey Simon,No especificado,Argentina,659.85,4,2024-02-01,Laptops
INV2024020085,Kaitlyn Robinson,Femenino,USA,176.37,7,2024-02-01,Consolas
INV2024020086,Crystal Vincent,Masculino,USA,514.71,1,2024-02-01,Cámaras
INV2024020087,Jason Williams,Masculino,Brasil,252.71,5,2024-02-01,Desktops
INV2024020088,Monica James,No especificado,Francia,688.08,4,2024-02-01,Televisores
INV2024020089,Rebecca Richards,Femenino,Argentina,491.26,6,2024-02-01,Consolas
INV2024020090,Logan Martin,Masculino,Argentina,318.65,3,2024-02-01,Cámaras
INV2024020091,Cassie Glenn,Masculino,Alemania,806.04,2,2024-02-01,Televisores
INV2024020092,Michael Atkinson,Masculino,Mexico,890.44,9,2024-02-01,Desktops
INV2024020093,Jimmy Sanchez,Femenino,Alemania,713.19,2,2024-02-01,Televisores
INV2024020094,Jonathon Goodman,No especificado,Francia,341.74,7,2024-02-01,Desktops
INV2024020095,Diana Reid,Femenino,Colombia,121.58,4,2024-02-01,Tablets
INV2024020096,Robert Martin,No especificado,USA,573.14,4,2024-02-01,Smartphones
INV2024020097,Michelle Holt,No especificado,Colombia,825.74,7,2024-02-01,Televisores
INV2024020098,David Vasquez,Masculino,Argentina,65.98,5,2024-02-01,Desktops
INV2024020099,George Weber,No especificado,Canada,734.92,5,2024-02-01,Tablets
INV2024020100,Jennifer Sanchez,No especificado,Colombia,163.96,5,2024-02-01,Smartphones
INV2024020101,Jason Powell,No especificado,Brasil,852.75,9,2024-02-01,Desktops
INV2024020102,Troy Phillips,Femenino,USA,979.71,7,2024-02-01,Consolas
INV2024020103,Melissa Casey,Femenino,Italia,961.67,9,2024-02-01,Desktops
INV2024020104,Emily Scott MD,Femenino,USA,536.69,4,2024-02-01,Consolas
INV2024020105,Tina Sparks,Masculino,Francia,350.04,1,2024-02-01,Consolas
INV2024020106,Cody Faulkner,Masculino,Brasil,643.78,8,2024-02-01,Tablets
INV2024020107,Melody Townsend,Masculino,Canada,550.51,2,2024-02-01,Smartphones
INV2024020108,Glenn Daniel,Masculino,España,934.61,9,2024-02-01,Televisores
INV2024020109,Jennifer Ortega,No especificado,USA,634.02,1,2024-02-01,Desktops
INV2024020110,Joseph Terry,Masculino,Colombia,211.53,1,2024-02-01,Consolas
INV2024020111,Katie Hernandez,No especificado,Argentina,549.42,10,2024-02-01,Consolas
INV2024020112,Henry Hill,No especificado,Argentina,976.95,6,2024-02-01,Televisores
INV2024020113,Abigail Barron,Masculino,España,450.13,4,2024-02-01,Desktops
INV2024020114,Justin Simpson,Femenino,Francia,947.86,9,2024-02-01,Smartphones
INV2024020115,Jerry Nguyen,Masculino,España,645.04,1,2024-02-01,Smartphones
INV2024020116,David Reese,Masculino,Italia,113.82,5,2024-02-01,Smartphones
INV2024020117,Joseph Rhodes,No especificado,Canada,619.23,5,2024-02-01,Laptops
INV2024020118,Jaime West,No especificado,Mexico,755.33,5,2024-02-01,Smartphones
INV2024020119,Jennifer White,Masculino,Colombia,549.22,3,2024-02-01,Desktops
INV2024020120,Adam Bailey,Masculino,Argentina,482.57,2,2024-02-01,Smartphones
INV2024020121,Lance Arias,Femenino,España,311.02,9,2024-02-01,Smartphones
INV2024020122,Cheryl Torres,Masculino,Canada,714.36,1,2024-02-01,Smartphones
INV2024020123,Jennifer Sutton,Masculino,Brasil,84.02,3,2024-02-01,Smartphones
INV2024020124,Charles Franco,Femenino,Alemania,583.78,8,2024-02-01,Cámaras
INV2024020125,Jeffrey Wiley,No especificado,Colombia,421.27,5,2024-02-01,Consolas
INV2024020126,Jonathan Buckley,No especificado,Argentina,959.53,4,2024-02-01,Smartphones
INV2024020127,Brittany Love,Masculino,Italia,873.28,5,2024-02-01,Laptops
INV2024020128,Carrie Walker,No especificado,Francia,566.08,2,2024-02-01,Cámaras
INV2024020129,Linda Peters,Femenino,USA,447.85,10,2024-02-01,Desktops
