ID Factura,Nombre Cliente,Genero,Pais,Precio USD,Unidades Vendidas,Fecha Venta,Familia de Productos
INV2024050001,Michael Martinez,Masculino,USA,685.1,2,2024-05-01,Desktops
INV2024050002,Sue Gonzalez,Masculino,Canada,821.59,9,2024-05-01,Televisores
INV2024050003,Jacob Mendez,No especificado,Alemania,266.56,7,2024-05-01,Laptops
INV2024050004,Kaitlyn Wright,Masculino,Mexico,190.6,8,2024-05-01,Televisores
INV2024050005,Joseph Martin,Masculino,Colombia,301.72,1,2024-05-01,Tablets
INV2024050006,Kayla Wade,Masculino,Canada,629.7,4,2024-05-01,Cámaras
INV2024050007,Evelyn West,Femenino,Canada,661.26,8,2024-05-01,Desktops
INV2024050008,Jacob Mayo,No especificado,Canada,185.59,10,2024-05-01,Consolas
INV2024050009,David Bowers,Femenino,Argentina,592.54,8,2024-05-01,Televisores
INV2024050010,Tiffany Conway,Masculino,Alemania,463.2,9,2024-05-01,Desktops
INV2024050011,Jennifer Smith,No especificado,Mexico,99.63,2,2024-05-01,Smartphones
INV2024050012,Valerie Nichols,No especificado,Colombia,172.51,10,2024-05-01,Desktops
INV2024050013,Heather Duffy,Femenino,Francia,561.74,6,2024-05-01,Televisores
INV2024050014,Ryan Peterson,Femenino,Mexico,680.92,2,2024-05-01,Smartphones
INV2024050015,Jacob Cook,Femenino,Francia,346.93,2,2024-05-01,Televisores
INV2024050016,Laura Santiago,Masculino,Alemania,905.98,4,2024-05-01,Televisores
INV2024050017,Javier Baker,No especificado,Mexico,939.23,9,2024-05-01,Televisores
INV2024050018,Todd Gilbert,No especificado,Italia,370.3,7,2024-05-01,Cámaras
INV2024050019,Tim Smith,No especificado,Colombia,702.06,8,2024-05-01,Smartphones
INV2024050020,Jessica Collins,Masculino,Alemania,376.63,10,2024-05-01,Desktops
INV2024050021,Stefanie Miller,No especificado,Francia,547.39,4,2024-05-01,Cámaras
INV2024050022,Ian Romero,Femenino,Alemania,623.18,7,2024-05-01,Cámaras
INV2024050023,Amanda Smith,Masculino,Mexico,956.13,7,2024-05-01,Consolas
INV2024050024,Courtney Holloway,Masculino,Italia,390.19,6,2024-05-01,Smartphones
INV2024050025,Daniel Diaz,Masculino,Canada,927.63,5,2024-05-01,Consolas
INV2024050026,Ashley Ford,Masculino,USA,247.66,7,2024-05-01,Consolas
INV2024050027,Kathleen Rocha,Masculino,España,394.1,5,2024-05-01,Desktops
INV2024050028,Brandon Santos,Masculino,Alemania,519.97,1,2024-05-01,Cámaras
INV2024050029,Jacob Ramirez,Femenino,Italia,178.69,7,2024-05-01,Consolas
INV2024050030,Holly Rodgers,No especificado,Mexico,509.06,7,2024-05-01,Laptops
