ID Factura,Nombre Cliente,Genero,Pais,Precio USD,Unidades Vendidas,Fecha Venta,Familia de Productos
INV2024030001,Amanda Wells,Femenino,Canada,309.45,2,2024-03-01,Desktops
INV2024030002,Tammy Brown,Femenino,Italia,811.75,5,2024-03-01,Televisores
INV2024030003,Joyce Cobb,Femenino,Alemania,358.71,6,2024-03-01,Desktops
INV2024030004,Jesse Gonzalez,Masculino,Argentina,51.65,8,2024-03-01,Smartphones
INV2024030005,Brittany Wilson,Femenino,Mexico,875.51,4,2024-03-01,Consolas
INV2024030006,Edward Nguyen,Masculino,Mexico,836.85,5,2024-03-01,Consolas
INV2024030007,David Young,Femenino,Alemania,956.4,10,2024-03-01,Cámaras
INV2024030008,Emily Alexander,Masculino,España,384.12,4,2024-03-01,Consolas
INV2024030009,Michael Coleman,Masculino,Italia,560.53,10,2024-03-01,Laptops
INV2024030010,Charles Livingston,Masculino,USA,67.44,2,2024-03-01,Televisores
INV2024030011,Nicole Rodriguez,Masculino,Colombia,714.75,8,2024-03-01,Consolas
INV2024030012,William Barnes,No especificado,Alemania,183.35,6,2024-03-01,Laptops
INV2024030013,Angel Torres,No especificado,Canada,57.61,7,2024-03-01,Televisores
INV2024030014,Shawn Smith,Masculino,Francia,199.45,3,2024-03-01,Smartphones
INV2024030015,Jacob Elliott,Femenino,USA,786.53,5,2024-03-01,Laptops
INV2024030016,Michele Smith,Masculino,Canada,515.44,3,2024-03-01,Consolas
INV2024030017,Kimberly Collins,Masculino,Canada,482.59,6,2024-03-01,Laptops
INV2024030018,Michael Smith,Masculino,Brasil,197.47,3,2024-03-01,Tablets
INV2024030019,Robert Bennett,Masculino,Canada,275.61,6,2024-03-01,Tablets
INV2024030020,Molly Green,Femenino,USA,672.47,8,2024-03-01,Consolas
INV2024030021,Kimberly Mason,Masculino,Brasil,602.48,8,2024-03-01,Laptops
INV2024030022,Joseph Poole,Masculino,Italia,686.31,2,2024-03-01,Desktops
INV2024030023,Jennifer Schaefer,No especificado,Italia,596.1,5,2024-03-01,Smartphones
INV2024030024,Eileen Nelson,Masculino,Mexico,375.85,2,2024-03-01,Cámaras
INV2024030025,Andrew Mata,No especificado,Colombia,182.13,6,2024-03-01,Smartphones
INV2024030026,Deborah Harrison,No especificado,Brasil,586.88,1,2024-03-01,Consolas
INV2024030027,Diane Perez,Masculino,Italia,247.35,1,2024-03-01,Cámaras
INV2024030028,Tanner Dillon,No especificado,Italia,232.47,7,2024-03-01,Smartphones
INV2024030029,Gregory Richardson,No especificado,España,311.54,8,2024-03-01,Laptops
INV2024030030,Melanie Miller,No especificado,Colombia,62.37,1,2024-03-01,Televisores
INV2024030031,Matthew Wilcox,No especificado,Colombia,231.44,7,2024-03-01,Televisores
INV2024030032,Lisa Romero,No especificado,USA,833.12,6,2024-03-01,Desktops
INV2024030033,Richard Salazar,No especificado,USA,124.66,2,2024-03-01,Televisores
INV2024030034,Nicholas Wade,Femenino,Italia,115.4,1,2024-03-01,Tablets
INV2024030035,Gregory Bailey,Masculino,Mexico,127.63,4,2024-03-01,Consolas
INV2024030036,Elizabeth Johnson,Masculino,Canada,942.42,9,2024-03-01,Cámaras
INV2024030037,George Decker,Femenino,Francia,208.0,7,2024-03-01,Smartphones
INV2024030038,Kirk Mccarthy,No especificado,Colombia,983.94,1,2024-03-01,Smartphones
INV2024030039,Anthony Lopez,Femenino,Brasil,698.96,1,2024-03-01,Laptops
INV2024030040,Michael Cruz,No especificado,España,928.51,1,2024-03-01,Smartphones
INV2024030041,William Torres,Femenino,España,859.17,8,2024-03-01,Tablets
INV2024030042,Hector Gomez,Masculino,Francia,349.01,4,2024-03-01,Consolas
INV2024030043,Edward Fischer,Masculino,USA,546.98,1,2024-03-01,Smartphones
INV2024030044,Gregory Mooney,Femenino,Italia,638.16,8,2024-03-01,Cámaras
INV2024030045,Douglas Bass,Femenino,Mexico,650.15,5,2024-03-01,Cámaras
INV2024030046,Cynthia Ross,Masculino,España,545.05,3,2024-03-01,Consolas
INV2024030047,John Lowe,Masculino,Mexico,276.08,9,2024-03-01,Consolas
INV2024030048,Kelly Spencer,Masculino,Argentina,787.9,6,2024-03-01,Consolas
INV2024030049,Sara Jackson,No especificado,Canada,731.54,3,2024-03-01,Desktops
INV2024030050,George Reed,Femenino,España,810.45,6,2024-03-01,Laptops
INV2024030051,Kimberly Watson,Masculino,Colombia,854.04,10,2024-03-01,Laptops
INV2024030052,Cristian Morgan,No especificado,España,723.1,6,2024-03-01,Cámaras
INV2024030053,Tammy Kemp MD,Masculino,España,771.99,2,2024-03-01,Consolas
INV2024030054,John Hanson,No especificado,España,317.97,7,2024-03-01,Desktops
INV2024030055,Mary Craig,Femenino,Colombia,511.54,4,2024-03-01,Desktops
INV2024030056,Melanie Anderson,Masculino,Italia,694.97,6,2024-03-01,Desktops
INV2024030057,Robert Collins,No especificado,Canada,691.15,8,2024-03-01,Laptops
INV2024030058,Jonathan Logan,No especificado,Francia,989.06,8,2024-03-01,Laptops
INV2024030059,Gary Williams,Femenino,Alemania,216.52,1,2024-03-01,Desktops
INV2024030060,Martin Copeland,Masculino,Francia,811.97,5,2024-03-01,Smartphones
INV2024030061,Theresa Collins,Femenino,Mexico,765.02,9,2024-03-01,Laptops
INV2024030062,Alexandra Tran,No especificado,España,912.74,4,2024-03-01,Desktops
INV2024030063,Martha Fox,No especificado,Francia,618.24,6,2024-03-01,Tablets
INV2024030064,Ann Collins,Femenino,Brasil,615.76,7,2024-03-01,Cámaras
INV2024030065,Lisa Kirk,Femenino,Alemania,677.78,9,2024-03-01,Consolas
INV2024030066,Ashley Arnold,Femenino,Alemania,461.34,2,2024-03-01,Desktops
INV2024030067,Cathy Gutierrez,No especificado,España,530.58,7,2024-03-01,Cámaras
INV2024030068,Dylan Yoder,No especificado,Brasil,100.29,6,2024-03-01,Tablets
INV2024030069,Randy Collins,No especificado,Alemania,868.55,9,2024-03-01,Consolas
INV2024030070,Leah Logan,Masculino,Brasil,898.85,10,2024-03-01,Tablets
INV2024030071,Joseph Watts,Masculino,USA,966.73,10,2024-03-01,Consolas
INV2024030072,Nathaniel Lewis,Femenino,Francia,535.81,10,2024-03-01,Consolas
INV2024030073,Ashley Hart,No especificado,Italia,55.63,3,2024-03-01,Cámaras
INV2024030074,Todd Palmer,Masculino,España,900.85,10,2024-03-01,Tablets
INV2024030075,Lynn Hunt,No especificado,Francia,298.21,2,2024-03-01,Televisores
INV2024030076,Jennifer Bryant,Femenino,Alemania,751.13,4,2024-03-01,Tablets
INV2024030077,Joshua Brown,No especificado,Colombia,290.35,1,2024-03-01,Desktops
INV2024030078,Carrie Kemp,Femenino,Mexico,783.64,7,2024-03-01,Consolas
