ID Factura,Nombre Cliente,Genero,Pais,Precio USD,Unidades Vendidas,Fecha Venta,Familia de Productos
INV2023120001,Jay Hubbard,Masculino,Francia,415.82,7,2023-12-01,Laptops
INV2023120002,Jennifer Armstrong,Masculino,Francia,826.05,9,2023-12-01,Smartphones
INV2023120003,Justin Caldwell,Femenino,Brasil,421.47,10,2023-12-01,Desktops
INV2023120004,Jennifer Hansen,Femenino,Canada,342.61,8,2023-12-01,Televisores
INV2023120005,Kelly Arroyo,Femenino,Francia,934.62,9,2023-12-01,Cámaras
INV2023120006,Brandon Jimenez,Femenino,Mexico,743.1,9,2023-12-01,Consolas
INV2023120007,Matthew Gibson,No especificado,Brasil,114.96,2,2023-12-01,Consolas
INV2023120008,Jerry Hunter,Masculino,Italia,985.23,7,2023-12-01,Smartphones
INV2023120009,Denise Smith,Femenino,Francia,315.48,5,2023-12-01,Televisores
INV2023120010,Sandra Cline,No especificado,Italia,700.16,2,2023-12-01,Cámaras
INV2023120011,Bryan Key,No especificado,Argentina,329.46,9,2023-12-01,Laptops
INV2023120012,Steven Carey,Femenino,Colombia,720.55,4,2023-12-01,Televisores
INV2023120013,Debbie Sosa,Masculino,Colombia,436.25,9,2023-12-01,Desktops
INV2023120014,George Tran,Masculino,Colombia,222.69,10,2023-12-01,Televisores
INV2023120015,Rebekah White,No especificado,España,913.07,1,2023-12-01,Cámaras
INV2023120016,Dr. Debra Nelson DDS,Femenino,Mexico,454.39,2,2023-12-01,Desktops
INV2023120017,Anna Gutierrez,Masculino,Mexico,811.25,3,2023-12-01,Desktops
INV2023120018,Shelly Hill,Femenino,Alemania,462.36,4,2023-12-01,Laptops
INV2023120019,Kelly Smith,Masculino,Francia,645.93,9,2023-12-01,Laptops
INV2023120020,Tina Gilbert,Femenino,Alemania,237.16,4,2023-12-01,Consolas
INV2023120021,Erika Baker,No especificado,Alemania,416.52,4,2023-12-01,Televisores
INV2023120022,Veronica Gonzalez,Masculino,Canada,989.64,9,2023-12-01,Smartphones
INV2023120023,Jennifer Doyle,Masculino,Alemania,793.4,3,2023-12-01,Smartphones
INV2023120024,Marie Stewart,Femenino,Italia,172.96,1,2023-12-01,Laptops
INV2023120025,Amy Barry,No especificado,Canada,307.95,10,2023-12-01,Laptops
INV2023120026,James Hammond,Masculino,Brasil,494.24,1,2023-12-01,Cámaras
INV2023120027,Sara Robertson,Masculino,España,572.83,4,2023-12-01,Laptops
INV2023120028,Gwendolyn Parrish,Masculino,Brasil,812.56,3,2023-12-01,Televisores
INV2023120029,Carlos Hall,No especificado,Italia,694.75,9,2023-12-01,Laptops
INV2023120030,James Velazquez,Femenino,España,947.46,9,2023-12-01,Laptops
INV2023120031,Lisa Murphy,Femenino,Italia,809.04,1,2023-12-01,Tablets
INV2023120032,Kelsey Miller,Masculino,Francia,446.85,1,2023-12-01,Smartphones
INV2023120033,Robert Sanchez,Masculino,Francia,998.17,5,2023-12-01,Smartphones
INV2023120034,Vanessa Olson,Masculino,Italia,639.61,10,2023-12-01,Cámaras
INV2023120035,Adrienne Wallace,Masculino,Brasil,648.74,10,2023-12-01,Tablets
INV2023120036,Vincent Petersen,Masculino,Colombia,759.04,4,2023-12-01,Consolas
INV2023120037,Matthew Obrien,Femenino,Francia,499.53,9,2023-12-01,Smartphones
INV2023120038,Dawn Hanson,No especificado,Colombia,513.15,3,2023-12-01,Desktops
INV2023120039,Michelle Bowers,No especificado,Alemania,932.74,10,2023-12-01,Cámaras
INV2023120040,Chase Bell,No especificado,Brasil,997.27,7,2023-12-01,Tablets
INV2023120041,Christopher Roach,Femenino,Brasil,286.2,5,2023-12-01,Laptops
INV2023120042,Robert Vasquez,No especificado,Mexico,502.54,7,2023-12-01,Consolas
INV2023120043,Trevor Wilson,Femenino,Italia,107.9,1,2023-12-01,Televisores
INV2023120044,Jennifer Allen,Femenino,Argentina,326.18,2,2023-12-01,Laptops
INV2023120045,Francisco Tran,Femenino,USA,740.2,8,2023-12-01,Smartphones
INV2023120046,Rodney Miller,Masculino,Mexico,218.59,7,2023-12-01,Tablets
INV2023120047,Brandon Jones,No especificado,Canada,208.81,10,2023-12-01,Smartphones
INV2023120048,Carol Green,No especificado,Colombia,298.17,8,2023-12-01,Cámaras
INV2023120049,Robert Jacobson,No especificado,USA,274.07,1,2023-12-01,Desktops
INV2023120050,Valerie Hernandez,No especificado,Brasil,787.35,9,2023-12-01,Desktops
INV2023120051,Gary Lewis,Femenino,Colombia,495.96,1,2023-12-01,Laptops
INV2023120052,Daniel King,No especificado,Italia,782.04,10,2023-12-01,Desktops
INV2023120053,David Reid,Masculino,USA,558.83,9,2023-12-01,Smartphones
INV2023120054,Melissa Haney,No especificado,Alemania,481.0,9,2023-12-01,Tablets
INV2023120055,Vickie Shannon,No especificado,Alemania,833.07,10,2023-12-01,Desktops
INV2023120056,Melinda Brown,Femenino,Alemania,977.85,8,2023-12-01,Consolas
INV2023120057,Ralph Wong,Masculino,Colombia,641.06,3,2023-12-01,Smartphones
INV2023120058,Christopher Le,Masculino,USA,685.12,4,2023-12-01,Smartphones
INV2023120059,Lindsay Wagner,No especificado,Mexico,362.78,7,2023-12-01,Desktops
INV2023120060,Eric Williams,Femenino,Canada,598.81,1,2023-12-01,Tablets
INV2023120061,Joseph Allison,Femenino,USA,535.61,2,2023-12-01,Laptops
INV2023120062,Terri Reynolds,No especificado,USA,317.07,9,2023-12-01,Cámaras
INV2023120063,Damon Cruz,Femenino,Argentina,916.46,2,2023-12-01,Televisores
INV2023120064,Edward Phillips,Femenino,Colombia,380.03,3,2023-12-01,Laptops
INV2023120065,Sarah Jones,Masculino,España,701.03,2,2023-12-01,Laptops
INV2023120066,John Dawson,Femenino,Mexico,57.46,7,2023-12-01,Smartphones
INV2023120067,Elizabeth Martinez,Femenino,Francia,405.97,2,2023-12-01,Smartphones
INV2023120068,Garrett Warren,No especificado,USA,473.09,2,2023-12-01,Laptops
INV2023120069,Karen Anderson,Masculino,Brasil,628.98,9,2023-12-01,Laptops
INV2023120070,Lydia Montoya,Masculino,España,915.42,5,2023-12-01,Consolas
INV2023120071,Lindsey Moody,Femenino,Mexico,192.8,5,2023-12-01,Consolas
INV2023120072,Doris Lin,Femenino,Brasil,634.56,1,2023-12-01,Smartphones
INV2023120073,Sabrina Cummings,Femenino,España,912.06,10,2023-12-01,Tablets
INV2023120074,Wendy Galloway,No especificado,Colombia,930.7,9,2023-12-01,Televisores
INV2023120075,Mrs. Mary Steele,No especificado,USA,815.2,9,2023-12-01,Tablets
INV2023120076,Caleb Pacheco,Masculino,Canada,286.31,1,2023-12-01,Smartphones
INV2023120077,Chelsea Watson,No especificado,Alemania,387.91,2,2023-12-01,Tablets
INV2023120078,Barbara Garcia,Femenino,Brasil,415.61,5,2023-12-01,Tablets
INV2023120079,Tiffany Hopkins,Femenino,Brasil,762.7,3,2023-12-01,Smartphones
INV2023120080,Mariah Miller,No especificado,Mexico,59.77,5,2023-12-01,Cámaras
INV2023120081,Erin Jones,Masculino,España,742.85,4,2023-12-01,Desktops
INV2023120082,James Harrington,Femenino,Italia,110.58,9,2023-12-01,Laptops
INV2023120083,Dr. Jamie Carter,Masculino,Alemania,307.25,9,2023-12-01,Cámaras
INV2023120084,Michele White,No especificado,Canada,527.05,9,2023-12-01,Cámaras
INV2023120085,James Vaughn,No especificado,Colombia,990.47,10,2023-12-01,Consolas
INV2023120086,Tony Parker,Femenino,Argentina,529.17,1,2023-12-01,Tablets
INV2023120087,Makayla Martin,Masculino,Francia,910.37,5,2023-12-01,Desktops
INV2023120088,Theresa Sawyer,Femenino,Italia,920.29,6,2023-12-01,Desktops
INV2023120089,Lindsay Carter,No especificado,España,723.87,9,2023-12-01,Smartphones
INV2023120090,Destiny Moore,No especificado,Mexico,684.69,5,2023-12-01,Tablets
INV2023120091,Amanda Banks,Femenino,Canada,281.68,5,2023-12-01,Cámaras
INV2023120092,Dana Johnson,Femenino,Argentina,615.61,4,2023-12-01,Desktops
INV2023120093,Emily Moore,Masculino,Colombia,645.97,6,2023-12-01,Desktops
INV2023120094,Ashley Garcia,Femenino,Francia,134.57,8,2023-12-01,Consolas
INV2023120095,Carol Ford,No especificado,USA,719.14,6,2023-12-01,Televisores
INV2023120096,Steven Garcia,Masculino,Argentina,362.23,9,2023-12-01,Smartphones
INV2023120097,Kiara Wagner,No especificado,USA,569.91,4,2023-12-01,Consolas
INV2023120098,Rebecca Hunter,No especificado,USA,950.17,6,2023-12-01,Tablets
INV2023120099,Leah Taylor,Femenino,Francia,923.42,8,2023-12-01,Desktops
INV2023120100,Jessica Hebert,Femenino,Colombia,76.94,3,2023-12-01,Desktops
INV2023120101,Phillip Dougherty,Femenino,Canada,190.4,10,2023-12-01,Smartphones
INV2023120102,Dr. Monica Phillips MD,Masculino,Argentina,830.62,8,2023-12-01,Televisores
INV2023120103,Annette Arnold,Masculino,Colombia,966.54,4,2023-12-01,Laptops
