ID Factura,Nombre Cliente,Genero,Pais,Precio USD,Unidades Vendidas,Fecha Venta,Familia de Productos
INV2023060001,Terry Gallegos,Femenino,Mexico,298.21,10,2023-06-01,Laptops
INV2023060002,Jorge Velez,Masculino,Canada,189.69,6,2023-06-01,Cámaras
INV2023060003,Jose Wilcox,Femenino,Alemania,68.94,2,2023-06-01,Desktops
INV2023060004,Christine Bailey,Masculino,Mexico,272.7,1,2023-06-01,Smartphones
INV2023060005,Brett Underwood,No especificado,Italia,397.17,1,2023-06-01,Smartphones
INV2023060006,Melinda Marsh,Masculino,Italia,621.81,4,2023-06-01,Televisores
INV2023060007,Debra Harris,Masculino,Mexico,991.71,4,2023-06-01,Televisores
INV2023060008,Daniel Donovan,Masculino,Brasil,492.21,10,2023-06-01,Consolas
INV2023060009,Ivan Williams,No especificado,Alemania,518.61,4,2023-06-01,Cámaras
INV2023060010,Heidi Richardson,No especificado,Mexico,223.7,1,2023-06-01,Desktops
INV2023060011,Justin Quinn,No especificado,Mexico,865.58,6,2023-06-01,Consolas
INV2023060012,Seth Bush,No especificado,Italia,899.64,9,2023-06-01,Cámaras
INV2023060013,Jose Wright,Masculino,Francia,780.7,9,2023-06-01,Tablets
INV2023060014,Victoria Owens,Femenino,España,169.89,4,2023-06-01,Desktops
INV2023060015,Jacqueline Roth,Femenino,Brasil,654.05,8,2023-06-01,Desktops
INV2023060016,Katherine Wilson,Femenino,Francia,95.1,5,2023-06-01,Smartphones
INV2023060017,Susan Diaz,Femenino,Argentina,72.59,7,2023-06-01,Laptops
INV2023060018,Mark Ray,No especificado,Alemania,324.22,6,2023-06-01,Tablets
INV2023060019,Dylan Collins,No especificado,USA,844.87,10,2023-06-01,Tablets
INV2023060020,Terry Edwards,Femenino,Argentina,480.32,2,2023-06-01,Smartphones
INV2023060021,Craig Key,Masculino,Argentina,179.81,5,2023-06-01,Consolas
INV2023060022,Rebecca Chaney,Masculino,Alemania,586.38,9,2023-06-01,Smartphones
INV2023060023,Jeffrey Horn,No especificado,Brasil,460.57,10,2023-06-01,Desktops
INV2023060024,Kelli Clark,Masculino,Francia,285.95,2,2023-06-01,Cámaras
INV2023060025,Nicholas Jones,Masculino,Mexico,307.99,1,2023-06-01,Smartphones
INV2023060026,Tyler Wood,No especificado,USA,266.12,2,2023-06-01,Consolas
INV2023060027,Becky Nolan,No especificado,USA,490.88,4,2023-06-01,Smartphones
INV2023060028,Christine Brown,Femenino,Argentina,152.55,4,2023-06-01,Televisores
INV2023060029,Antonio Farrell,Femenino,España,653.66,8,2023-06-01,Desktops
INV2023060030,Haley Taylor,Masculino,Alemania,208.46,7,2023-06-01,Smartphones
INV2023060031,Russell Fitzpatrick,No especificado,Brasil,909.55,2,2023-06-01,Tablets
INV2023060032,Mrs. Mary Johnson,Femenino,Argentina,653.06,8,2023-06-01,Smartphones
INV2023060033,Patty Pace,Femenino,Francia,143.25,5,2023-06-01,Desktops
INV2023060034,Robert Clarke,Femenino,Italia,486.42,9,2023-06-01,Desktops
INV2023060035,Susan White,No especificado,Colombia,810.36,7,2023-06-01,Laptops
INV2023060036,Paul Woods,Femenino,Italia,736.77,7,2023-06-01,Cámaras
INV2023060037,David White,Masculino,España,394.27,8,2023-06-01,Laptops
INV2023060038,Mrs. Heidi Walker,No especificado,Brasil,956.17,8,2023-06-01,Cámaras
INV2023060039,Kristy Hansen,Masculino,Mexico,858.82,4,2023-06-01,Tablets
INV2023060040,Richard Santos,No especificado,Brasil,338.71,7,2023-06-01,Desktops
INV2023060041,Danielle Mcdaniel,No especificado,USA,760.54,5,2023-06-01,Smartphones
INV2023060042,Joanna Raymond,Masculino,USA,358.04,10,2023-06-01,Consolas
INV2023060043,Tiffany Butler,No especificado,España,53.76,5,2023-06-01,Consolas
INV2023060044,Angel Powers,Femenino,USA,477.62,3,2023-06-01,Smartphones
INV2023060045,Emily Turner,Masculino,Italia,362.59,3,2023-06-01,Smartphones
INV2023060046,Melanie Kelley,No especificado,Francia,243.67,8,2023-06-01,Televisores
INV2023060047,Roy Hawkins,Masculino,Alemania,887.3,1,2023-06-01,Laptops
