ID Factura,Nombre Cliente,Genero,Pais,Precio USD,Unidades Vendidas,Fecha Venta,Familia de Productos
INV2023070001,Paul Hicks,Masculino,Argentina,149.68,10,2023-07-01,Cámaras
INV2023070002,Tara Martinez,Femenino,Brasil,204.2,2,2023-07-01,Desktops
INV2023070003,Jessica Herrera,No especificado,Colombia,815.94,10,2023-07-01,Smartphones
INV2023070004,Lisa Cervantes,Masculino,Canada,222.64,3,2023-07-01,Laptops
INV2023070005,Brittany Kennedy,No especificado,USA,63.67,10,2023-07-01,Desktops
INV2023070006,Kevin Rowe,Femenino,España,497.38,3,2023-07-01,Desktops
INV2023070007,Philip Torres,No especificado,Alemania,147.83,2,2023-07-01,Tablets
INV2023070008,Stacey Braun,No especificado,Italia,123.82,8,2023-07-01,Desktops
INV2023070009,Sandra Rivers,Femenino,USA,229.8,4,2023-07-01,Cámaras
INV2023070010,Alex Tucker,Masculino,USA,966.9,5,2023-07-01,Televisores
INV2023070011,Randall Harris,Femenino,Brasil,192.72,1,2023-07-01,Laptops
INV2023070012,Denise Martin,Masculino,Francia,58.93,5,2023-07-01,Cámaras
INV2023070013,Amber Hayes,Femenino,Canada,418.1,9,2023-07-01,Consolas
INV2023070014,Shannon Jacobs,No especificado,Canada,466.52,10,2023-07-01,Televisores
INV2023070015,Amanda Scott,Femenino,USA,551.72,6,2023-07-01,Consolas
INV2023070016,Robert Jackson,No especificado,Argentina,383.07,3,2023-07-01,Televisores
INV2023070017,Jennifer Knox,No especificado,Mexico,436.39,9,2023-07-01,Consolas
INV2023070018,Jeffrey King,No especificado,España,615.64,7,2023-07-01,Desktops
INV2023070019,Jeffery Rogers,No especificado,España,639.51,2,2023-07-01,Laptops
INV2023070020,Stacy Arias,No especificado,USA,578.25,3,2023-07-01,Cámaras
INV2023070021,Sharon Acosta,No especificado,Colombia,888.01,5,2023-07-01,Tablets
INV2023070022,Danielle May,Masculino,Mexico,202.75,4,2023-07-01,Televisores
INV2023070023,Tammy Smith DVM,No especificado,Mexico,664.28,1,2023-07-01,Televisores
INV2023070024,Mr. Timothy Moran MD,No especificado,Brasil,653.47,3,2023-07-01,Laptops
INV2023070025,Bradley Taylor,Masculino,USA,135.74,5,2023-07-01,Desktops
INV2023070026,Jason Robinson,No especificado,Colombia,422.7,5,2023-07-01,Televisores
INV2023070027,Carolyn Nelson,No especificado,Francia,209.12,10,2023-07-01,Cámaras
INV2023070028,Michael Gardner,Masculino,Italia,599.3,4,2023-07-01,Laptops
INV2023070029,Jenny Thompson,No especificado,Argentina,672.45,10,2023-07-01,Televisores
INV2023070030,Terri Cook,No especificado,España,128.57,10,2023-07-01,Consolas
INV2023070031,Dorothy Nichols,Masculino,Colombia,892.78,5,2023-07-01,Consolas
INV2023070032,Corey Stewart,Masculino,Colombia,235.34,10,2023-07-01,Televisores
INV2023070033,Jay Alvarez,Masculino,USA,558.7,6,2023-07-01,Desktops
