ID Factura,Nombre Cliente,Genero,Pais,Precio USD,Unidades Vendidas,Fecha Venta,Familia de Productos
INV2023080001,Rebecca Johnson,No especificado,USA,679.88,7,2023-08-01,Cámaras
INV2023080002,Dennis Drake,No especificado,Brasil,514.04,9,2023-08-01,Laptops
INV2023080003,Cameron Jones,No especificado,Canada,978.1,4,2023-08-01,Smartphones
INV2023080004,John Allen,Masculino,Francia,107.45,6,2023-08-01,Smartphones
INV2023080005,Dr. Cameron Robinson,Masculino,Alemania,658.22,9,2023-08-01,Desktops
INV2023080006,Sheila Henderson,Femenino,España,341.16,8,2023-08-01,Tablets
INV2023080007,Sonia Price,Masculino,Argentina,116.43,7,2023-08-01,Consolas
INV2023080008,Karen York,Masculino,Alemania,880.94,8,2023-08-01,Laptops
INV2023080009,Brandon Espinoza,Masculino,Brasil,345.11,5,2023-08-01,Desktops
INV2023080010,Erika Pham,No especificado,Italia,399.31,7,2023-08-01,Desktops
INV2023080011,Shannon Lawrence,No especificado,Argentina,222.79,5,2023-08-01,Consolas
INV2023080012,Roger Hall,Femenino,Alemania,196.66,7,2023-08-01,Cámaras
INV2023080013,Brittany Robertson,Femenino,Brasil,822.45,10,2023-08-01,Televisores
INV2023080014,Andrew Carson,No especificado,Brasil,609.71,10,2023-08-01,Laptops
INV2023080015,Casey Taylor,No especificado,Brasil,727.58,5,2023-08-01,Laptops
INV2023080016,John Townsend,Femenino,Francia,555.29,2,2023-08-01,Televisores
INV2023080017,John Edwards,Femenino,Italia,745.93,6,2023-08-01,Smartphones
INV2023080018,David Ellis,No especificado,Argentina,494.42,8,2023-08-01,Desktops
INV2023080019,Justin Jones,No especificado,Mexico,649.37,6,2023-08-01,Televisores
INV2023080020,Shawn Thompson,Masculino,Francia,190.7,2,2023-08-01,Smartphones
INV2023080021,Richard Wright,Masculino,USA,262.7,5,2023-08-01,Televisores
INV2023080022,Carolyn Morgan,Femenino,Francia,730.52,3,2023-08-01,Desktops
INV2023080023,Laura Wheeler,No especificado,España,410.66,2,2023-08-01,Smartphones
INV2023080024,Shari Nelson,Masculino,Francia,746.11,3,2023-08-01,Consolas
INV2023080025,Tiffany Novak PhD,No especificado,Mexico,846.6,7,2023-08-01,Smartphones
INV2023080026,Matthew Tran,Femenino,Mexico,807.93,6,2023-08-01,Cámaras
INV2023080027,James Gomez,No especificado,Italia,840.11,8,2023-08-01,Consolas
INV2023080028,Christopher Adams,No especificado,Francia,537.62,3,2023-08-01,Desktops
INV2023080029,Brianna Mccall,No especificado,Francia,234.31,1,2023-08-01,Laptops
INV2023080030,Bruce Gallegos,Masculino,Francia,737.91,1,2023-08-01,Desktops
INV2023080031,Wesley Stephens,Masculino,Colombia,998.48,10,2023-08-01,Televisores
INV2023080032,Bryan Cantrell,Masculino,USA,391.82,8,2023-08-01,Desktops
INV2023080033,Cynthia Ryan,Masculino,Italia,535.08,6,2023-08-01,Tablets
INV2023080034,Denise Castillo,Femenino,Mexico,157.82,6,2023-08-01,Tablets
INV2023080035,Jimmy Merritt,No especificado,España,538.16,9,2023-08-01,Smartphones
INV2023080036,Heather Santiago,Femenino,España,712.65,8,2023-08-01,Tablets
INV2023080037,Erin Thomas,Femenino,USA,967.45,7,2023-08-01,Laptops
INV2023080038,Linda Cooper,Masculino,Italia,339.49,7,2023-08-01,Cámaras
INV2023080039,Renee Olson,No especificado,Colombia,406.82,7,2023-08-01,Cámaras
INV2023080040,Jessica Gomez,No especificado,Colombia,302.77,10,2023-08-01,Tablets
INV2023080041,Susan Jones,Masculino,Mexico,865.64,8,2023-08-01,Tablets
INV2023080042,Diana Haynes,Femenino,España,899.16,9,2023-08-01,Smartphones
INV2023080043,Ronnie Smith,Femenino,Mexico,316.58,3,2023-08-01,Televisores
INV2023080044,Mary Watson,Femenino,Argentina,527.32,10,2023-08-01,Cámaras
INV2023080045,Paul Howard,Masculino,Brasil,496.9,7,2023-08-01,Laptops
INV2023080046,Laura Miller,Masculino,Italia,531.94,5,2023-08-01,Laptops
INV2023080047,Mr. Ruben Young Jr.,No especificado,Brasil,758.24,3,2023-08-01,Cámaras
INV2023080048,Savannah Gonzales,Masculino,Alemania,321.01,9,2023-08-01,Desktops
INV2023080049,Amy Sosa,No especificado,Italia,418.27,2,2023-08-01,Smartphones
INV2023080050,Natalie Dennis,Masculino,Francia,365.79,7,2023-08-01,Televisores
INV2023080051,William Leach,No especificado,Mexico,975.75,9,2023-08-01,Smartphones
INV2023080052,Kim Ramirez,Femenino,España,877.98,9,2023-08-01,Laptops
INV2023080053,Jessica Proctor,Masculino,Italia,720.64,7,2023-08-01,Televisores
INV2023080054,Christopher Hawkins,Masculino,Argentina,569.61,5,2023-08-01,Televisores
INV2023080055,Katelyn Santos,Masculino,Argentina,698.98,5,2023-08-01,Desktops
INV2023080056,Jill Carter,Masculino,Francia,792.16,4,2023-08-01,Consolas
INV2023080057,Charles Barnes,Femenino,Francia,489.27,1,2023-08-01,Cámaras
INV2023080058,Donald Spencer,Femenino,Alemania,154.87,7,2023-08-01,Televisores
INV2023080059,Juan Howard,Masculino,España,195.09,8,2023-08-01,Televisores
INV2023080060,Martin Russo DDS,No especificado,Alemania,334.94,1,2023-08-01,Televisores
INV2023080061,Jason Kelly,No especificado,Argentina,816.03,1,2023-08-01,Consolas
INV2023080062,Jeffrey Thomas,Masculino,Argentina,57.19,5,2023-08-01,Desktops
INV2023080063,Julia Kerr,No especificado,Colombia,316.36,6,2023-08-01,Laptops
INV2023080064,Patricia Reeves,Masculino,Argentina,563.67,3,2023-08-01,Consolas
INV2023080065,Michelle Tucker,Masculino,USA,520.59,5,2023-08-01,Consolas
INV2023080066,James Hood,Femenino,Colombia,368.54,1,2023-08-01,Cámaras
INV2023080067,Jason Perez,Femenino,España,576.22,8,2023-08-01,Laptops
INV2023080068,Joseph Brown,Femenino,Alemania,575.1,6,2023-08-01,Smartphones
INV2023080069,Curtis Thompson,Femenino,Mexico,581.98,7,2023-08-01,Televisores
INV2023080070,Lucas Ruiz,Masculino,España,243.91,3,2023-08-01,Consolas
INV2023080071,Richard Baker,Masculino,Brasil,787.93,3,2023-08-01,Tablets
INV2023080072,Katie Perez,Femenino,Italia,57.4,4,2023-08-01,Tablets
INV2023080073,Nancy Miller,Femenino,Argentina,978.6,5,2023-08-01,Desktops
INV2023080074,Patricia Brown,No especificado,Brasil,972.39,7,2023-08-01,Cámaras
INV2023080075,Stephanie Simpson,Masculino,Francia,61.73,5,2023-08-01,Desktops
INV2023080076,Ethan Combs,Masculino,Canada,807.01,7,2023-08-01,Tablets
INV2023080077,Denise Thomas,Masculino,Argentina,279.9,3,2023-08-01,Desktops
INV2023080078,Jose Byrd,Femenino,Argentina,129.37,10,2023-08-01,Cámaras
INV2023080079,David Munoz,No especificado,Italia,598.88,4,2023-08-01,Tablets
INV2023080080,Keith Wilson,Masculino,Canada,476.62,3,2023-08-01,Cámaras
INV2023080081,Victor Hudson,No especificado,Italia,634.47,10,2023-08-01,Desktops
INV2023080082,David Johnson,Masculino,Canada,580.8,5,2023-08-01,Laptops
INV2023080083,Lance Schneider,Femenino,Canada,301.47,10,2023-08-01,Laptops
INV2023080084,Kevin Pierce,Masculino,Italia,573.12,1,2023-08-01,Desktops
INV2023080085,Lisa Johnson,No especificado,Canada,947.2,4,2023-08-01,Tablets
INV2023080086,Joseph Miranda,Masculino,Mexico,970.99,3,2023-08-01,Desktops
INV2023080087,Vanessa James,Masculino,Alemania,53.39,3,2023-08-01,Laptops
INV2023080088,Lisa Trujillo,Femenino,USA,578.17,8,2023-08-01,Laptops
INV2023080089,Joseph Mendez,Masculino,Argentina,417.23,8,2023-08-01,Desktops
INV2023080090,Jordan Brooks,No especificado,USA,630.47,6,2023-08-01,Consolas
INV2023080091,Leroy Logan,Masculino,Brasil,420.44,9,2023-08-01,Desktops
INV2023080092,Ronald Gonzalez,Femenino,Brasil,700.77,6,2023-08-01,Desktops
INV2023080093,Eric Hughes,No especificado,Colombia,816.91,5,2023-08-01,Cámaras
INV2023080094,Gwendolyn Hutchinson,Masculino,Argentina,258.98,1,2023-08-01,Cámaras
INV2023080095,Aaron Gray,Masculino,Canada,838.34,4,2023-08-01,Cámaras
INV2023080096,Carlos Daugherty,No especificado,Alemania,985.8,8,2023-08-01,Cámaras
INV2023080097,Tony Meyer,Femenino,Mexico,472.44,9,2023-08-01,Cámaras
INV2023080098,Jennifer Austin,Femenino,USA,517.37,7,2023-08-01,Televisores
