ID Factura,Nombre Cliente,Genero,Pais,Precio USD,Unidades Vendidas,Fecha Venta,Familia de Productos
INV2023100001,Lisa Turner,No especificado,Mexico,814.42,4,2023-10-01,Tablets
INV2023100002,Mary Maldonado,Femenino,Colombia,686.24,7,2023-10-01,Televisores
INV2023100003,Laura Brown,No especificado,Brasil,602.31,6,2023-10-01,Tablets
INV2023100004,Alejandro Singh,Femenino,Alemania,697.66,1,2023-10-01,Laptops
INV2023100005,Kristen Perez,Masculino,Brasil,349.86,9,2023-10-01,Desktops
INV2023100006,Jessica Orr,Femenino,USA,271.27,5,2023-10-01,Desktops
INV2023100007,Linda Gill PhD,Masculino,Argentina,99.52,5,2023-10-01,Televisores
INV2023100008,Caleb Woods,No especificado,Mexico,914.01,9,2023-10-01,Consolas
INV2023100009,Michael Cabrera,Femenino,Francia,516.97,1,2023-10-01,Cámaras
INV2023100010,Julia Forbes,Masculino,USA,836.63,1,2023-10-01,Desktops
INV2023100011,Ethan Cole,Masculino,Canada,623.53,4,2023-10-01,Cámaras
INV2023100012,Desiree Calhoun,Femenino,Brasil,675.96,5,2023-10-01,Consolas
INV2023100013,Eric Mcmahon,No especificado,Alemania,831.98,6,2023-10-01,Consolas
INV2023100014,Crystal Smith,Masculino,España,131.25,7,2023-10-01,Desktops
INV2023100015,Tony Frank,Femenino,Alemania,577.71,8,2023-10-01,Consolas
INV2023100016,Felicia Gibson,Masculino,Argentina,678.71,8,2023-10-01,Tablets
INV2023100017,John Gonzalez,Masculino,Alemania,276.61,4,2023-10-01,Smartphones
INV2023100018,Jack Nelson,Femenino,Canada,727.91,1,2023-10-01,Smartphones
INV2023100019,Nichole Boyer,Femenino,Francia,968.65,9,2023-10-01,Smartphones
INV2023100020,Cindy Smith,Femenino,USA,516.32,1,2023-10-01,Cámaras
INV2023100021,Scott Price,Femenino,Mexico,246.35,9,2023-10-01,Televisores
INV2023100022,Robert Orozco,Masculino,Italia,296.17,9,2023-10-01,Smartphones
INV2023100023,Brandi Holt,Masculino,Mexico,370.41,2,2023-10-01,Laptops
INV2023100024,Kaitlyn Gonzalez,No especificado,Brasil,349.54,10,2023-10-01,Smartphones
INV2023100025,Lauren Lucas,No especificado,Colombia,276.66,8,2023-10-01,Smartphones
INV2023100026,Kelly Whitaker,Masculino,Colombia,719.07,9,2023-10-01,Desktops
INV2023100027,Sarah Barron,Femenino,España,278.34,9,2023-10-01,Smartphones
INV2023100028,Michael Ware,Femenino,Colombia,630.48,10,2023-10-01,Desktops
INV2023100029,Jessica Rodriguez,Femenino,España,246.78,4,2023-10-01,Televisores
INV2023100030,Michael Todd,No especificado,Alemania,688.81,6,2023-10-01,Desktops
INV2023100031,Joshua Green,No especificado,Italia,487.34,2,2023-10-01,Cámaras
INV2023100032,Lisa Clay,Masculino,Francia,300.41,8,2023-10-01,Consolas
INV2023100033,Kathleen Nelson,Masculino,España,265.77,6,2023-10-01,Desktops
INV2023100034,Samantha Simmons,Femenino,Mexico,445.26,10,2023-10-01,Consolas
INV2023100035,Jennifer Griffin,Femenino,Canada,205.82,1,2023-10-01,Desktops
INV2023100036,Michael Hill,Masculino,Italia,202.06,8,2023-10-01,Televisores
INV2023100037,Lisa Price,Masculino,Brasil,589.41,5,2023-10-01,Desktops
INV2023100038,Sharon Stone,No especificado,España,749.03,6,2023-10-01,Cámaras
INV2023100039,Arthur Taylor,No especificado,Italia,174.18,10,2023-10-01,Cámaras
INV2023100040,Mary Dalton,No especificado,España,416.25,9,2023-10-01,Tablets
